,Data,N-day,S-day,T-day,S minus
0,2009-01-01,0.0,0.0,0.0,0.0
1,2009-01-02,0.0,0.0,0.0,0.0
2,2009-01-03,0.0,0.0,0.0,0.0
3,2009-01-04,0.0,0.0,0.0,0.0
4,2009-01-05,0.0,0.0,0.0,0.0
5,2009-01-06,0.0,0.0,0.0,0.0
6,2009-01-07,0.0,0.0,0.0,0.0
7,2009-01-08,0.0,0.0,0.0,0.0
8,2009-01-09,0.0,0.0,0.0,0.0
9,2009-01-10,0.0,0.0,0.0,0.0
10,2009-01-11,0.0,0.0,0.0,0.0
11,2009-01-12,0.0,0.0,0.0,0.0
12,2009-01-13,0.0,0.0,0.0,0.0
13,2009-01-14,0.0,0.0,0.0,0.0
14,2009-01-15,0.0,0.0,0.0,0.0
15,2009-01-16,0.0,0.0,0.0,0.0
16,2009-01-17,0.0,0.0,0.0,0.0
17,2009-01-18,0.0,0.0,0.0,0.0
18,2009-01-19,0.0,0.0,0.0,0.0
19,2009-01-20,0.0,0.0,0.0,0.0
20,2009-01-21,0.0,0.0,0.0,0.0
21,2009-01-22,0.0,0.0,0.0,0.0
22,2009-01-23,0.0,0.0,0.0,0.0
23,2009-01-24,0.0,0.0,0.0,0.0
24,2009-01-25,0.0,0.0,0.0,0.0
25,2009-01-26,0.0,0.0,0.0,0.0
26,2009-01-27,0.0,0.0,0.0,0.0
27,2009-01-28,0.0,0.0,0.0,0.0
28,2009-01-29,0.0,0.0,0.0,0.0
29,2009-01-30,0.0,0.0,0.0,0.0
30,2009-01-31,0.0,0.0,0.0,0.0
31,2009-02-01,0.0,0.0,0.0,0.0
32,2009-02-02,0.0,0.0,0.0,0.0
33,2009-02-03,0.0,0.0,0.0,0.0
34,2009-02-04,0.0,0.0,0.0,0.0
35,2009-02-05,0.0,0.0,0.0,0.0
36,2009-02-06,0.0,0.0,0.0,0.0
37,2009-02-07,0.0,0.0,0.0,0.0
38,2009-02-08,0.0,0.0,0.0,0.0
39,2009-02-09,0.0,0.0,0.0,0.0
40,2009-02-10,0.0,0.0,0.0,0.0
41,2009-02-11,0.0,0.0,0.0,0.0
42,2009-02-12,0.0,0.0,0.0,0.0
43,2009-02-13,0.0,0.0,0.0,0.0
44,2009-02-14,0.0,0.0,0.0,0.0
45,2009-02-15,0.0,0.0,0.0,0.0
46,2009-02-16,0.0,0.0,0.0,0.0
47,2009-02-17,0.0,0.0,0.0,0.0
48,2009-02-18,0.0,0.0,0.0,0.0
49,2009-02-19,0.0,0.0,0.0,0.0
50,2009-02-20,0.0,0.0,0.0,0.0
51,2009-02-21,0.0,0.0,0.0,0.0
52,2009-02-22,0.0,0.0,0.0,0.0
53,2009-02-23,0.0,0.0,0.0,0.0
54,2009-02-24,0.0,0.0,0.0,0.0
55,2009-02-25,0.0,0.0,0.0,0.0
56,2009-02-26,0.0,0.0,0.0,0.0
57,2009-02-27,0.0,0.0,0.0,0.0
58,2009-02-28,0.0,0.0,0.0,0.0
59,2009-03-01,0.0,0.0,0.0,0.0
60,2009-03-02,0.0,0.0,0.0,0.0
61,2009-03-03,0.0,0.0,0.0,0.0
62,2009-03-04,0.0,0.0,0.0,0.0
63,2009-03-05,0.0,0.0,0.0,0.0
64,2009-03-06,0.0,0.0,0.0,0.0
65,2009-03-07,0.0,0.0,0.0,0.0
66,2009-03-08,0.0,0.0,0.0,0.0
67,2009-03-09,0.0,0.0,0.0,0.0
68,2009-03-10,0.0,0.0,0.0,0.0
69,2009-03-11,0.0,0.0,0.0,0.0
70,2009-03-12,0.0,0.0,0.0,0.0
71,2009-03-13,0.0,0.0,0.0,0.0
72,2009-03-14,0.0,0.0,0.0,0.0
73,2009-03-15,0.0,0.0,0.0,0.0
74,2009-03-16,0.0,0.0,0.0,0.0
75,2009-03-17,0.0,0.0,0.0,0.0
76,2009-03-18,0.0,0.0,0.0,0.0
